"repository_path","category","dataset","condition","method","source_path","size_bytes","sha256","source_hash_match","note"
"code/sufd/snr20/basic.ipynb","notebook","SUFD","snr20","basic","D:\文件备份\学习\论文-故障分类\历史模型\Geer_train_NEW\Round_1\SNR=20\Geercode_bace.ipynb","502176","083ab5bf5eaf015c4170b5a76cb078c5917562aed860f7f0ab1b324a4f278818","true","Selected paper-result notebook"
"code/sufd/snr20/hybrid.ipynb","notebook","SUFD","snr20","hybrid","D:\文件备份\学习\论文-故障分类\历史模型\Geer_train_NEW\Round_2\SNR=20\Geercode_dnn_wave.ipynb","832080","76c1eb12650bbf0edbf134cb1679f65b52af74d399ce95916aafed98bd037868","true","Selected paper-result notebook"
"code/sufd/snr20/model_denoising.ipynb","notebook","SUFD","snr20","model_denoising","D:\文件备份\学习\论文-故障分类\历史模型\Geer_train_NEW\Round_1\SNR=20\Geercode_dnn.ipynb","296784","570ff3589fbc44065db6eeb4ca39e12ecbdd14c57e48e5c9d2f71adcf2c80b4e","true","Selected paper-result notebook"
"code/sufd/snr20/wavelet.ipynb","notebook","SUFD","snr20","wavelet","D:\文件备份\学习\论文-故障分类\历史模型\Geer_train_NEW\Round_2\SNR=20\Geercode_wave.ipynb","309250","1513788a9e410fa7633b5b6c587a89298860084b16763937286ea1dcb3fffc91","true","Selected paper-result notebook"
"data/processed/cwru/cwru_clean.h5","processed_data","CWRU","clean","","D:\文件备份\学习\论文-故障分类\历史模型\models\Noise_add_model\CWRU_base.h5","54077896","f2435910416ca9b55f149a1e7f55a875403398e833a7a8bf98fd06b7c5afa916","true","Deduplicated canonical HDF5 copy"
"data/processed/cwru/cwru_snr0.h5","processed_data","CWRU","snr0","","D:\文件备份\学习\论文-故障分类\历史模型\models\Noise_add_model\Gaussian_noise_SNR=0\CWRU_test_noisy_SNR0.h5","54077896","25df9f2924a99245f318aed3c7dcd58d7f2a3e1d750b6a74e35001d4593a1605","true","Deduplicated canonical HDF5 copy"
"data/processed/cwru/cwru_snr10.h5","processed_data","CWRU","snr10","","D:\文件备份\学习\论文-故障分类\历史模型\models\Noise_add_model\Gaussian_noise_SNR=10\CWRU_test_noisy_SNR10.h5","54077896","fd1d944356a33d799ad5d57435111676228fab9c072310d9978df63a3692ec43","true","Deduplicated canonical HDF5 copy"
"data/processed/cwru/cwru_snr15.h5","processed_data","CWRU","snr15","","D:\文件备份\学习\论文-故障分类\历史模型\models\Noise_add_model\Gaussian_noise_SNR=15\CWRU_test_noisy_SNR15.h5","54077896","9698896a0b843ccb7988f3255c09138b60bdd2d21cc9259e46a17e57d0c9eab7","true","Deduplicated canonical HDF5 copy"
"data/processed/cwru/cwru_snr20.h5","processed_data","CWRU","snr20","","D:\文件备份\学习\论文-故障分类\历史模型\models\Noise_add_model\Gaussian_noise_SNR=20\CWRU_test_noisy_SNR20.h5","54077896","842ea9e27c53d1c83aeb3056f0fe7a199c730b4c3d28b1ab617be2f9b688ec90","true","Deduplicated canonical HDF5 copy"
"data/processed/cwru/cwru_snr5.h5","processed_data","CWRU","snr5","","D:\文件备份\学习\论文-故障分类\历史模型\models\Noise_add_model\Gaussian_noise_SNR=5\CWRU_test_noisy_SNR5.h5","54077896","e47ac73906ed01170a68bcddc8c5a43b9f1ed511605bba2c99649fcf5bfa3e70","true","Deduplicated canonical HDF5 copy"
"data/processed/sufd/sufd_clean.h5","processed_data","SUFD","clean","","D:\文件备份\学习\论文-故障分类\历史模型\Geer_train_NEW\Noisy_add\Geerdataset_bace.h5","23017210","d59ded38513d156b7736f24689ebcf62f8e1172070ff48fc1bab7d8e1f18e876","true","Deduplicated canonical HDF5 copy"
"data/processed/sufd/sufd_snr15.h5","processed_data","SUFD","snr15","","D:\文件备份\学习\论文-故障分类\历史模型\Geer_train_NEW\Noisy_add\Geerdataset_SNR15.h5","27090496","730face4e45bad141b56766b0a1d9f6cc14f58df30b8d3baff0b5ea177d15b93","true","Deduplicated canonical HDF5 copy"
"data/processed/sufd/sufd_snr20.h5","processed_data","SUFD","snr20","","D:\文件备份\学习\论文-故障分类\历史模型\Geer_train_NEW\Noisy_add\Geerdataset_SNR20.h5","27090496","7f2c0f636095091f52a261346a001bc7bd2ca0049061d2f24d4733aba17e706e","true","Deduplicated canonical HDF5 copy"
"docs/legacy_result_workbooks/paper_results_cwru_original.xlsx","legacy_result_source","CWRU","all","","","9103","35c2f69b71010508980169477ff4ec66c1e9eff681ba989e93a4ac4b8e952197","","Legacy pre-correction workbook containing superseded 0.9534; retained only for provenance"
"docs/legacy_result_workbooks/paper_results_sufd_original.xlsx","legacy_result_source","SUFD","all","","D:\文件备份\学习\论文-故障分类\专刊专改\04_实验资源\picture\试验结果SUFD.xlsx","9065","6038a4aab5e3ea9c07cb6f451d4842fd435745d80d34029447044f504144b491","true","Legacy source workbook; authoritative staged table is results/sufd_results.csv"
"models/cwru/clean/basic_state_dict.pkl","checkpoint","CWRU","clean","basic","D:\文件备份\学习\论文-故障分类\历史模型\models\ROUND_4\Bace\Yourmodel.pkl","333009","c1eca51a4a483054ecaf159bd6390c5cf627af8c9576ce705af9415417f52842","true","PyTorch state dictionary"
"models/cwru/clean/hybrid_state_dict.pkl","checkpoint","CWRU","clean","hybrid","D:\文件备份\学习\论文-故障分类\历史模型\models\ROUND_4\Bace\Dnn_wave_model.pkl","339053","0dff84067f30fbfa4d397548ba8f60d09866183ccdfd5df26493dce9df3ec8ce","true","PyTorch state dictionary"
"models/cwru/clean/model_denoising_state_dict.pkl","checkpoint","CWRU","clean","model_denoising","D:\文件备份\学习\论文-故障分类\历史模型\models\ROUND_4\Bace\Bace_dnn_model.pkl","337517","f6bf0c366f7ec4992893251e27ac7d3880be401e0f2f0532cfa6d538abf63653","true","PyTorch state dictionary"
"models/cwru/clean/wavelet_state_dict.pkl","checkpoint","CWRU","clean","wavelet","D:\文件备份\学习\论文-故障分类\历史模型\models\ROUND_4\Bace\Bace_wave_model.pkl","333390","0b0752f1861cc4b6a6ee75561d6abe82eab390c275351abe8abace5fd1a8ec6b","true","PyTorch state dictionary"
